"tag","freq"
"<U+5C0A>",1
"<U+5C3B>",1
"<U+5C4B>",1
"<U+5CA9>",1
"<U+5DE5>",1
"<U+5DEE>",1
"<U+5E08>",1
"<U+5E0C>",1
"<U+5E30>",1
"<U+5E45>",1
"<U+5E63>",1
"<U+5E76>",1
"<U+5E7C>",1
"<U+5E7F>",1
"<U+5E83>",1
"<U+5E8F>",1
"<U+5E95>",1
"<U+5E99>",1
"<U+5E9C>",1
"<U+5E9F>",1
"<U+5EB7>",1
"<U+5EC9>",1
"<U+5F00>",1
"<U+5F15>",1
"<U+5F20>",1
"<U+5F57>",1
"<U+5F69>",1
"<U+5F6B>",1
"<U+5F8B>",1
"<U+5FA1>",1
"<U+5FB3>",1
"<U+5FB4>",1
"<U+5FB7>",1
"<U+5FD8>",1
"<U+6000>",1
"<U+600E>",1
"<U+6012>",1
"<U+6016>",1
"<U+609F>",1
"<U+60DF>",1
"<U+6109>",1
"<U+614B>",1
"<U+614E>",1
"<U+616E>",1
"<U+618E>",1
"<U+6216>",1
"<U+6226>",1
"<U+622A>",1
"<U+6236>",1
"<U+6238>",1
"<U+6253>",1
"<U+6270>",1
"<U+6271>",1
"<U+627E>",1
"<U+6280>",1
"<U+629E>",1
"<U+62BD>",1
"<U+62C5>",1
"<U+632B>",1
"<U+632F>",1
"<U+6368>",1
"<U+639B>",1
"<U+63A5>",1
"<U+63CF>",1
"<U+641E>",1
"<U+642D>",1
"<U+64CA>",1
"<U+64F2>",1
"<U+653F>",1
"<U+6548>",1
"<U+6551>",1
"<U+6557>",1
"<U+6575>",1
"<U+65AF>",1
"<U+65BC>",1
"<U+65E6>",1
"<U+65EC>",1
"<U+6606>",1
"<U+6613>",1
"<U+6627>",1
"<U+6628>",1
"<U+663C>",1
"<U+6657>",1
"<U+666E>",1
"<U+6687>",1
"<U+66B4>",1
"<U+66F4>",1
"<U+670D>",1
"<U+672B>",1
"<U+672F>",1
"<U+6761>",1
"<U+677F>",1
"<U+67D4>",1
"<U+6821>",1
"<U+683C>",1
"<U+6848>",1
"<U+6881>",1
"<U+690D>",1
"<U+697C>",1
"<U+6982>",1
"<U+699C>",1
"<U+69CB>",1
"<U+6A29>",1
"<U+6A5F>",1
"<U+6B20>",1
"<U+6B62>",1
"<U+6B64>",1
"<U+6B65>",1
"<U+6BCF>",1
"<U+6C14>",1
"<U+6C38>",1
"<U+6C42>",1
"<U+6C64>",1
"<U+6CCA>",1
"<U+6CE2>",1
"<U+6CE5>",1
"<U+6CF7>",1
"<U+6D25>",1
"<U+6D3E>",1
"<U+6D4E>",1
"<U+6D74>",1
"<U+6D99>",1
"<U+6DF7>",1
"<U+6DFB>",1
"<U+6E05>",1
"<U+6E1B>",1
"<U+6E24>",1
"<U+6E29>",1
"<U+6E2F>",1
"<U+6E90>",1
"<U+6EA2>",1
"<U+6EC5>",1
"<U+6F14>",1
"<U+6F38>",1
"<U+6F58>",1
"<U+6F6E>",1
"<U+6F84>",1
"<U+6FDF>",1
"<U+707D>",1
"<U+70E7>",1
"<U+7126>",1
"<U+7130>",1
"<U+714E>",1
"<U+7159>",1
"<U+7247>",1
"<U+7275>",1
"<U+7280>",1
"<U+72ED>",1
"<U+72F1>",1
"<U+7387>",1
"<U+738B>",1
"<U+73BB>",1
"<U+73C8>",1
"<U+73ED>",1
"<U+7432>",1
"<U+7434>",1
"<U+7483>",1
"<U+7518>",1
"<U+751A>",1
"<U+7530>",1
"<U+7535>",1
"<U+7537>",1
"<U+75B2>",1
"<U+75C7>",1
"<U+75F0>",1
"<U+75FA>",1
"<U+762A>",1
"<U+76AE>",1
"<U+76DB>",1
"<U+76F8>",1
"<U+7701>",1
"<U+773A>",1
"<U+77AC>",1
"<U+77ED>",1
"<U+7834>",1
"<U+7840>",1
"<U+7855>",1
"<U+78E8>",1
"<U+793A>",1
"<U+7948>",1
"<U+795E>",1
"<U+79CD>",1
"<U+79D8>",1
"<U+7A00>",1
"<U+7A7F>",1
"<U+7A84>",1
"<U+7A97>",1
"<U+7ADF>",1
"<U+7AEF>",1
"<U+7AF9>",1
"<U+7B11>",1
"<U+7B19>",1
"<U+7B4D>",1
"<U+7BB1>",1
"<U+7BC9>",1
"<U+7C3F>",1
"<U+7C89>",1
"<U+7CBF>",1
"<U+7D17>",1
"<U+7D19>",1
"<U+7D22>",1
"<U+7D76>",1
"<U+7DBE>",1
"<U+7DF4>",1
"<U+7E4A>",1
"<U+7E6A>",1
"<U+7EA6>",1
"<U+7EB9>",1
"<U+7EC4>",1
"<U+7EDC>",1
"<U+7EE7>",1
"<U+7EED>",1
"<U+7F51>",1
"<U+7F60>",1
"<U+7F70>",1
"<U+7FD2>",1
"<U+8010>",1
"<U+803B>",1
"<U+8056>",1
"<U+805E>",1
"<U+8072>",1
"<U+8096>",1
"<U+80A2>",1
"<U+80F8>",1
"<U+8131>",1
"<U+817E>",1
"<U+81B3>",1
"<U+81D3>",1
"<U+81F3>",1
"<U+8209>",1
"<U+822C>",1
"<U+8272>",1
"<U+8277>",1
"<U+8282>",1
"<U+8299>",1
"<U+82AC>",1
"<U+82E5>",1
"<U+82F1>",1
"<U+8302>",1
"<U+8352>",1
"<U+83AB>",1
"<U+841D>",1
"<U+843D>",1
"<U+8457>",1
"<U+84BC>",1
"<U+8521>",1
"<U+8584>",1
"<U+867D>",1
"<U+867E>",1
"<U+8865>",1
"<U+88C2>",1
"<U+88D5>",1
"<U+88E1>",1
"<U+897F>",1
"<U+898F>",1
"<U+8996>",1
"<U+89B3>",1
"<U+89BA>",1
"<U+89C2>",1
"<U+89C6>",1
"<U+89D2>",1
"<U+89E3>",1
"<U+8A13>",1
"<U+8A2D>",1
"<U+8A31>",1
"<U+8A33>",1
"<U+8A3C>",1
"<U+8A66>",1
"<U+8A72>",1
"<U+8AAA>",1
"<U+8AB0>",1
"<U+8AB2>",1
"<U+8AC7>",1
"<U+8AD6>",1
"<U+8B1B>",1
"<U+8B58>",1
"<U+8B70>",1
"<U+8B8A>",1
"<U+8BA9>",1
"<U+8BB2>",1
"<U+8BBA>",1
"<U+8BBD>",1
"<U+8BBE>",1
"<U+8BC1>",1
"<U+8BD7>",1
"<U+8BDD>",1
"<U+8BE5>",1
"<U+8BED>",1
"<U+8BEF>",1
"<U+8C46>",1
"<U+8CA9>",1
"<U+8CB0>",1
"<U+8CFC>",1
"<U+8D22>",1
"<U+8D28>",1
"<U+8D5A>",1
"<U+8DEF>",1
"<U+8E74>",1
"<U+8EBA>",1
"<U+8F03>",1
"<U+8F7B>",1
"<U+8FA3>",1
"<U+8FA9>",1
"<U+8FB9>",1
"<U+8FCE>",1
"<U+8FEA>",1
"<U+8FFD>",1
"<U+9001>",1
"<U+9006>",1
"<U+9010>",1
"<U+9019>",1
"<U+901F>",1
"<U+9078>",1
"<U+908A>",1
"<U+90CE>",1
"<U+9152>",1
"<U+91CA>",1
"<U+91CE>",1
"<U+91CF>",1
"<U+92FC>",1
"<U+934A>",1
"<U+9499>",1
"<U+94B1>",1
"<U+9526>",1
"<U+9664>",1
"<U+967D>",1
"<U+968F>",1
"<U+9690>",1
"<U+969B>",1
"<U+96C5>",1
"<U+96E3>",1
"<U+96F0>",1
"<U+9700>",1
"<U+9707>",1
"<U+977A>",1
"<U+97A0>",1
"<U+97A8>",1
"<U+97F3>",1
"<U+97FF>",1
"<U+983C>",1
"<U+984C>",1
"<U+984E>",1
"<U+9854>",1
"<U+9855>",1
"<U+9858>",1
"<U+985E>",1
"<U+9884>",1
"<U+9898>",1
"<U+98A8>",1
"<U+98DB>",1
"<U+98EF>",1
"<U+98FE>",1
"<U+9986>",1
"<U+9999>",1
"<U+99AC>",1
"<U+9A13>",1
"<U+9A5A>",1
"<U+9A6C>",1
"<U+9A8C>",1
"<U+9B45>",1
"<U+9D8F>",1
"<U+9E21>",1
"<U+9E7F>",1
"<U+9EBB>",1
"<U+9ECE>",1
"<U+9F62>",1
"<U+AC00>",1
"<U+AC11>",1
"<U+AC1C>",1
"<U+AC70>",1
"<U+AC78>",1
"<U+AC83>",1
"<U+ACB9>",1
"<U+ACBD>",1
"<U+ACE0>",1
"<U+ACE8>",1
"<U+AD50>",1
"<U+AD6D>",1
"<U+ADC4>",1
"<U+ADF9>",1
"<U+AE08>",1
"<U+AE40>",1
"<U+AE43>",1
"<U+AEF4>",1
"<U+AF43>",1
"<U+B0A0>",1
"<U+B208>",1
"<U+B290>",1
"<U+B294>",1
"<U+B2A6>",1
"<U+B370>",1
"<U+B3CC>",1
"<U+B3D9>",1
"<U+B450>",1
"<U+B514>",1
"<U+B5A4>",1
"<U+B610>",1
"<U+B791>",1
"<U+B798>",1
"<U+B7EC>",1
"<U+B828>",1
"<U+B85D>",1
"<U+B8E8>",1
"<U+B984>",1
"<U+B9B4>",1
"<U+B9C9>",1
"<U+BA38>",1
"<U+BA85>",1
"<U+BB3C>",1
"<U+BBF9>",1
"<U+BBFF>",1
"<U+BC24>",1
"<U+BC29>",1
"<U+BCC4>",1
"<U+BCF5>",1
"<U+BD09>",1
"<U+BD88>",1
"<U+BE14>",1
"<U+C0B0>",1
"<U+C0B4>",1
"<U+C0C1>",1
"<U+C0DD>",1
"<U+C11D>",1
"<U+C12C>",1
"<U+C131>",1
"<U+C138>",1
"<U+C1A1>",1
"<U+C220>",1
"<U+C26C>",1
"<U+C2E0>",1
"<U+C2E4>",1
"<U+C528>",1
"<U+C57D>",1
"<U+C5BC>",1
"<U+C5C6>",1
"<U+C5D0>",1
"<U+C5ED>",1
"<U+C601>",1
"<U+C608>",1
"<U+C624>",1
"<U+C62C>",1
"<U+C6B8>",1
"<U+C704>",1
"<U+C708>",1
"<U+C721>",1
"<U+C724>",1
"<U+C740>",1
"<U+C778>",1
"<U+C784>",1
"<U+C790>",1
"<U+C7A5>",1
"<U+C800>",1
"<U+C804>",1
"<U+C870>",1
"<U+C900>",1
"<U+CC28>",1
"<U+CCAD>",1
"<U+CCB4>",1
"<U+CCD0>",1
"<U+CDA9>",1
"<U+D074>",1
"<U+D0C4>",1
"<U+D3AD>",1
"<U+D48D>",1
"<U+D50C>",1
"<U+D53C>",1
"<U+D559>",1
"<U+D574>",1
"<U+D589>",1
"<U+D5C8>",1
"<U+D604>",1
"<U+D654>",1
"<U+D6C8>",1
"<U+D718>",1
"<U+E001>",1
"<U+E057>",1
"<U+E418>",1
"<U+F030>",1
"<U+F032>",1
"<U+F07F>",1
"<U+FB03>",1
"<U+FB04>",1
